Timestamp,Load.611__C1 [kVA],Load.611__N1 [kVA],Load.634a__A1 [kVA],Load.634a__N1 [kVA],Load.634b__B1 [kVA],Load.634b__N1 [kVA],Load.634c__C1 [kVA],Load.634c__N1 [kVA],Load.645__B1 [kVA],Load.645__N1 [kVA],Load.646__B1 [kVA],Load.646__C1 [kVA],Load.652__A1 [kVA],Load.652__N1 [kVA],Load.670a__A1 [kVA],Load.670a__N1 [kVA],Load.670b__B1 [kVA],Load.670b__N1 [kVA],Load.670c__C1 [kVA],Load.670c__N1 [kVA],Load.671__A1 [kVA],Load.671__B1 [kVA],Load.671__C1 [kVA],Load.675a__A1 [kVA],Load.675a__N1 [kVA],Load.675b__B1 [kVA],Load.675b__N1 [kVA],Load.675c__C1 [kVA],Load.675c__N1 [kVA],Load.692__C1 [kVA],Load.692__A1 [kVA]
2020-01-01 15:15:00,(86.55400791131352+40.731297840240344j),0j,(81.3156703924407+55.904523394855694j),0j,(60.98675279417003+45.740064595702094j),0j,(60.9867527941748+45.74006459541492j),0j,(86.39789979174817+63.52786749403647j),0j,(81.23102792922678+0.22458166026602702j),(40.131759951381134+69.42710529714165j),(65.78515443802182+44.199400638088996j),0j,(8.639789979196332+5.08222939953075j),0j,(33.542714036793036+19.312471718198246j),0j,(59.46208397431839+34.55915991649921j),0j,(195.3267690758037+108.96359192298038j),(198.3876637335176+116.9820656141125j),(193.2830628349884+109.48148283065574j),(246.48812587724856+96.56235859120136j),0j,(34.55915991666591+30.4933763971477j),0j,(147.38465258588897+107.74326326889067j),0j,(65.45029094283181+13.538710401853121j),(21.570369807764283+63.75611179428124j)
2020-01-01 15:30:00,(86.55400791114282+40.73129784053526j),0j,(81.31567039232625+55.904523394725054j),0j,(60.98675279424347+45.74006459568296j),0j,(60.98675279424382+45.74006459568141j),0j,(86.39789979184498+63.52786749400424j),0j,(81.23102792917598+0.22458166035681643j),(40.1317599512908+69.42710529712754j),(65.78515443820525+44.199400638169934j),0j,(8.639789979184659+5.082229399520453j),0j,(33.542714036833885+19.31247171817733j),0j,(59.4620839743877+34.55915991673681j),0j,(195.32676907594106+108.96359192323348j),(198.3876637335819+116.98206561433716j),(193.28306283507484+109.48148283076893j),(246.4881258767404+96.56235859089023j),0j,(34.55915991673774+30.493376397122063j),0j,(147.38465258608926+107.74326326982539j),0j,(65.45029094281881+13.538710401820312j),(21.57036980777209+63.756111794293226j)
2020-01-01 15:45:00,(90.93949137731562+42.793770292867066j),0j,(85.75322260518263+58.95405513697709j),0j,(64.31503827713095+48.236545275572524j),0j,(64.31415493212374+48.234865922285266j),0j,(91.11297308352735+66.99520115891994j),0j,(85.49026612705487+0.26997531974508454j),(42.15293988389088+72.98504741967632j),(69.00662736049156+46.36224254992936j),0j,(9.111297509958243+5.359451107015921j),0j,(35.37329560966979+20.36659685193675j),0j,(62.70627001051676+36.44401015840376j),0j,(206.00395648120204+114.67673761273106j),(209.49760203953954+123.7472447944057j),(203.52700729523409+115.30051019896207j),(259.9389297949278+101.8268172333933j),0j,(36.4452241426692+32.15780616916936j),0j,(155.42503494432736+113.61848790574156j),0j,(68.77699428730449+14.23988386969236j),(22.745166750693578+67.05189314220323j)
2020-01-01 16:00:00,(90.93878713959049+42.794711770794166j),0j,(85.75329397016498+58.95538375224945j),0j,(64.31496883049876+48.23623025727948j),0j,(64.31496362330918+48.236215990489164j),0j,(91.11287222933251+66.99476359638115j),0j,(85.49003050599715+0.2705941954715672j),(42.152301000788086+72.98499737140612j),(69.00532518419436+46.36294557817324j),0j,(9.11128756225223+5.359580273903727j),0j,(35.373232815141655+20.366408670950754j),0j,(62.707089460560965+36.445140006767225j),0j,(206.00510475343802+114.67924894518534j),(209.4986680110188+123.75027022995256j),(203.52778680471735+115.3027680491976j),(259.9396725789831+101.83201377252163j),0j,(36.44514843754345+32.15748730641067j),0j,(155.42782437050653+113.62307545079675j),0j,(68.7767219442635+14.240414552965111j),(22.744610824862903+67.05205710461655j)
2020-01-01 16:15:00,(90.93878124837738+42.794720491276244j),0j,(85.75329202927404+58.955388254981436j),0j,(64.31496899291645+48.236226770863084j),0j,(64.31496897147814+48.23622667305365j),0j,(91.11287273925547+66.99475940122136j),0j,(85.49002917346115+0.2705984895289585j),(42.152296899003765+72.98499729327288j),(69.005322051718+46.36295073173466j),0j,(9.111287278321287+5.359580749951271j),0j,(35.37323294562697+20.366406861753912j),0j,(62.70709474689553+36.44514903333128j),0j,(206.005111853384+114.67926344508149j),(209.49867349995392+123.75028680194067j),(203.52779119650333+115.30277903329761j),(259.93966648834834+101.83203422305719j),0j,(36.44514908907421+32.15748451715593j),0j,(155.4278416592556+113.62311163344229j),0j,(68.77672044899451+14.240416413731245j),(22.744608454272182+67.05205806332025j)
2020-01-01 16:30:00,(96.35281427756533+45.34075875928577j),0j,(91.2834200162955+62.75554579565431j),0j,(68.46281794563765+51.347456436128326j),0j,(68.46151000231315+51.34510816447574j),0j,(96.9889956697264+71.3159161230183j),0j,(90.77236438862136+0.33217984755765795j),(44.646048715724646+77.38468767180063j),(72.96591989660162+49.02175858600606j),0j,(9.698889198778131+5.705037772179246j),0j,(37.65458577474993+21.680111660853022j),0j,(66.74993194244036+38.79393494446548j),0j,(219.31339142216996+121.76290480398326j),(223.38895349493+132.241159503162j),(216.2465569654077+122.52953538971478j),(276.7020159578249+108.39177869581948j),0j,(38.79565987207169+34.231785961980975j),0j,(165.4474058942068+120.94426215333856j),0j,(72.88531874874818+15.108361810075523j),(24.208081637401985+71.13141142242172j)
2020-01-01 16:45:00,(96.35182921444942+45.3420205835745j),0j,(91.28361231211798+62.75747391469232j),0j,(68.46270772835501+51.3470360747253j),0j,(68.46269879083694+51.34701434560091j),0j,(96.98883544997221+71.31532686813499j),0j,(90.77200431276529+0.33305797271458143j),(44.645122975240035+77.38458631712062j),(72.96398217048868+49.02266372765823j),0j,(9.698883939032022+5.705224795362482j),0j,(37.65448918686756+21.67986015720589j),0j,(66.75113124239601+38.79552060154611j),0j,(219.3151406143562+121.76649736629503j),(223.3906256085994+132.2455405993354j),(216.24776522989222+122.53278638700716j),(276.70344887528034+108.3992519475885j),0j,(38.795533670259815+34.23135807498561j),0j,(165.45151467984306+120.95072820807233j),0j,(72.88492114783752+15.109104140379495j),(24.207304122913605+71.1316271741614j)
2020-01-01 17:00:00,(96.35182043577093+45.34203299613467j),0j,(91.28361015439944+62.75748194624558j),0j,(68.46270757635783+51.34703072509705j),0j,(68.46270752977601+51.347030560159155j),0j,(96.98883573094835+71.31532044597344j),0j,(90.77200214088272+0.33306460941060506j),(44.64511650715085+77.38458600870476j),(72.9639758044962+49.02267119639392j),0j,(9.698883579373469+5.70522563059308j),0j,(37.654489166118296+21.67985742181972j),0j,(66.75113984133283+38.795534188046474j),0j,(219.31515243305986+121.76652011840582j),(223.39063527354244+132.24556719134958j),(216.2477726377766+122.53280400768533j),(276.7034433098786+108.39928691645346j),0j,(38.795534283048646+34.2313538219969j),0j,(165.4515431535789+120.95078295808062j),0j,(72.88491869533611+15.109107157321175j),(24.207300379423618+71.13162857114106j)
2020-01-01 17:15:00,(96.35182036097812+45.342033109791025j),0j,(91.28361011848318+62.757481956452935j),0j,(68.46270758838536+51.34703069158718j),0j,(68.46270758820674+51.34703069042858j),0j,(96.98883575021877+71.31532040497754j),0j,(90.77200212090163+0.33306465861247125j),(44.645116459033964+77.38458600404469j),(72.96397581363728+49.02267124971674j),0j,(9.698883575088892+5.705225632397803j),0j,(37.65448917360777+21.67985740315798j),0j,(66.7511398984988+38.795534299317985j),0j,(219.31515251805413+121.76652027155406j),(223.390635331887+132.24556735710846j),(216.24777268878927+122.5328041058972j),(276.7034431720935+108.39928701559323j),0j,(38.795534299987246+34.231353794438526j),0j,(165.4515433379173+120.95078340300222j),0j,(72.88491868110465+15.109107162124415j),(24.20730036598176+71.13162857965406j)
2020-01-01 17:30:00,(96.35182036037445+45.3420331107546j),0j,(91.28361011810829+62.75748195620096j),0j,(68.46270758857668+51.347030691434455j),0j,(68.4627075885764+51.34703069142665j),0j,(96.98883575048382+71.3153204047703j),0j,(90.77200212071479+0.3330646589677563j),(44.6451164586766+77.38458600398302j),(72.96397581406146+49.022671250073756j),0j,(9.698883575048983+5.705225632381855j),0j,(37.65448917371719+21.679857403050484j),0j,(66.75113989886195+38.79553430018806j),0j,(219.3151525186681+121.76652027259506j),(223.3906353322411+132.2455673581366j),(216.2477726891519+122.53280410643525j),(276.70344317052013+108.39928701525861j),0j,(38.79553430019268+34.23135379429005j),0j,(165.4515433390583+120.95078340646302j),0j,(72.88491868102743+15.109107162047517j),(24.207300365975314+71.13162857970312j)
2020-01-01 17:45:00,(99.52306662988077+46.83329922988899j),0j,(94.5503582780142+65.0022230498778j),0j,(70.91295848369877+53.18492546605803j),0j,(70.9121044272395+53.18343781190469j),0j,(100.46002691876903+73.86795663101071j),0j,(93.8789754009147+0.3720885804574791j),(46.105072251680305+79.9656088821016j),(75.27527744506085+50.574168992885255j),0j,(10.045992354712043+5.909285501263624j),0j,(39.00215045375061+22.455903451767888j),0j,(69.13927729948927+40.18295177922879j),0j,(227.1777454825659+125.93195011726127j),(231.61965373758574+137.29305216132266j),(223.73599943504027+126.78858135945363j),(286.6051933505088+112.27389434768008j),0j,(40.18405444053971+35.456709286158386j),0j,(171.3701070309218+125.2752765929623j),0j,(75.29239372638332+15.61873258302172j),(25.071468055996835+73.52671389136447j)
2020-01-01 18:00:00,(99.52244192839512+46.83407956057266j),0j,(94.55051249219366+65.00347076650903j),0j,(70.91288373723478+53.184666218090875j),0j,(70.91287743584607+53.18465177242675j),0j,(100.45991827109584+73.86759128708502j),0j,(93.87873693471956+0.37264942826783226j),(46.104474465445264+79.96553385952159j),(75.27400767108308+50.57471582258333j),0j,(10.045992043993458+5.909406361899599j),0j,(39.00208601285619+22.455748264419803j),0j,(69.14005545925286+40.18395826421563j),0j,(227.17890245780922+125.93425527953723j),(231.62077625984733+137.29588305188912j),(223.73680450426954+126.79067503433033j),(286.6062398907177+112.27870750596415j),0j,(40.18396703485886+35.45644459511944j),0j,(171.37278195996916+125.2793909299977j),0j,(75.29213544116155+15.619203896967116j),(25.07097448103732+73.52684579782371j)
2020-01-01 18:15:00,(99.52243615635423+46.8340875017842j),0j,(94.55051135844027+65.00347653108378j),0j,(70.9128834947366+53.18466265061607j),0j,(70.91288345818116+53.184662534665236j),0j,(100.45991828227231+73.86758701052231j),0j,(93.87873543890291+0.37265387502253j),(46.104470084817095+79.9655335837591j),(75.2740028616189+50.574720635759405j),0j,(10.045991832208388+5.909406956738865j),0j,(39.002085921458196+22.455746455525034j),0j,(69.14006137170206+40.183967239825144j),0j,(227.1789106855837+125.93427064783904j),(231.620783175889+137.2959012340128j),(223.7368096956945+126.79068707339691j),(286.6062375713472+112.27873212488406j),0j,(40.18396730703049+35.45644177067803j),0j,(171.37280165770292+125.27942720767204j),0j,(75.29213374440974+15.619205969189373j),(25.070971942665043+73.52684670068258j)
2020-01-01 18:30:00,(100.72080214388336+47.39399143732923j),0j,(95.78652785647934+65.84813477014644j),0j,(71.84106299431923+53.880655802457454j),0j,(71.83778828740837+53.875912640949196j),0j,(101.7751440320509+74.83477339545497j),0j,(95.05464177597443+0.38580859672562656j),(46.65760323331795+80.94056549852418j),(76.15044332105744+51.15721282502989j),0j,(10.177400062797126+5.986170223601365j),0j,(39.512826984516636+22.749866368199058j),0j,(70.04170281225157+40.705895812674385j),0j,(230.1522862128449+127.49820915672657j),(234.73726940184045+139.20154344484632j),(226.5645651178944+128.39037607500393j),(290.34937954424765+113.7251085804846j),0j,(40.71045561850477+35.92098314943082j),0j,(173.6040991331349+126.90255581540254j),0j,(76.20145103287074+15.809499943787127j),(25.400477657968846+74.43083587656886j)
2020-01-01 18:45:00,(100.71834966188155+47.39682837142415j),0j,(95.78814627314553+65.8543152266498j),0j,(71.8411125930198+53.880846718665225j),0j,(71.84108214075303+53.88078685957121j),0j,(101.77490832542114+74.83450715686331j),0j,(95.05308123210456+0.38815679993773666j),(46.65477965674181+80.93979917329261j),(76.14363847729823+51.158964050517596j),0j,(10.17749104992016+5.986755637796941j),0j,(39.51261208635247+22.749692175871143j),0j,(70.04505466944782+40.70992453993844j),0j,(230.15820641284682+127.50941861562343j),(234.74333074286707+139.21534492766492j),(226.5690455413036+128.40111472902294j),(290.35780522689697+113.74828241424015j),0j,(40.70996346988891+35.92056682135973j),0j,(173.61592258973664+126.91914067503525j),0j,(76.20026803105537+15.81184057810931j),(25.39810365528043+74.43138172412114j)
2020-01-01 19:00:00,(100.7183261180107+47.39685893390508j),0j,(95.7881465932876+65.85435059891608j),0j,(71.84110988438191+53.880832543218666j),0j,(71.84110968200707+53.88083201823484j),0j,(101.77490565721006+74.8344896193473j),0j,(95.05307430018318+0.3881764653378632j),(46.654759726979364+80.93979757652117j),(76.14360496709554+51.15898435620569j),0j,(10.177490578072538+5.986759142633788j),0j,(39.51261043369207+22.749684863350645j),0j,(70.04508193970553+40.709961935665106j),0j,(230.15824497440522+127.50949185015143j),(234.74336601445003+139.21543408629913j),(226.56907101986744+128.40117696517473j),(290.35781937290636+113.7484233444673j),0j,(40.70996224518656+35.92055504407688j),0j,(173.6160148959517+126.91929278686322j),0j,(76.20025966765628+15.81185337044792j),(25.39808946444182+74.43138596672j)
2020-01-01 19:15:00,(100.71832589979009+47.396859243107386j),0j,(95.78814652347491+65.85435073424968j),0j,(71.84110989146228+53.880832419647746j),0j,(71.84110989035203+53.880832415522576j),0j,(101.77490567952957+74.83448947162793j),0j,(95.05307424267038+0.3881766233349481j),(46.65475957160079+80.93979756360608j),(76.14360487629655+51.15898452533026j),0j,(10.17749056812749+5.986759157635034j),0j,(39.512610440282614+22.749684799530407j),0j,(70.0450821430932+40.70996226916786j),0j,(230.158245264411+127.50949236972737j),(234.74336624186682+139.21543468454865j),(226.5690711976597+128.40117734068286j),(290.3578191501948+113.7484239938976j),0j,(40.70996227155325+35.92055494657281j),0j,(173.6160155672471+126.91929413073174j),0j,(76.20025961266794+15.811853417358034j),(25.398089396248576+74.43138599578104j)
2020-01-01 19:30:00,(100.71832589785768+47.39685924601693j),0j,(95.78814652247769+65.85435073420429j),0j,(71.84110989184474+53.88083241889139j),0j,(71.84110989183989+53.880832418860365j),0j,(101.77490568011362+74.83448947068258j),0j,(95.05307424209931+0.38817662457744156j),(46.654759570360504+80.93979756342658j),(76.14360487683525+51.15898452662273j),0j,(10.177490568013242+5.986759157654731j),0j,(39.512610440514514+22.749684799088698j),0j,(70.04508214454391+40.7099622720247j),0j,(230.1582452666636+127.50949237353272j),(234.74336624337008+139.2154346886093j),(226.5690711989878+128.40117734296538j),(290.3578191462731+113.74842399544269j),0j,(40.7099622720427+35.92055494592896j),0j,(173.6160155719394+126.91929414217394j),0j,(76.20025961232292+15.811853417333612j),(25.39808939603266+74.43138599597079j)
2020-01-01 19:45:00,(101.77394631244714+47.89004048053651j),0j,(96.87932900905712+66.59998267010437j),0j,(72.66056624016547+54.49529880792041j),0j,(72.6576096538249+54.491047381408706j),0j,(102.93607881480939+75.68839059814415j),0j,(96.09008835629149+0.4000025597655622j),(47.14197302132103+81.79905244593294j),(76.91498010292585+51.67157268428331j),0j,(10.293502239525187+6.0545227308780625j),0j,(39.963530485623345+23.009354596003526j),0j,(70.84104556635837+41.17070488612707j),0j,(232.78329487318038+128.88840054088934j),(237.49678962008446+140.90052847059283j),(229.06324222916243+129.8121653438024j),(293.66226009340386+115.025068698049j),0j,(41.174790024934715+36.33068471289387j),0j,(175.58570467920572+128.35207486422723j),0j,(77.00133850085994+15.979567216454504j),(25.688983840548165+75.22818240558334j)
2020-01-01 20:00:00,(101.77175146560947+47.89255098001749j),0j,(96.88081979547141+66.60553133120568j),0j,(72.66061786771147+54.49547444658015j),0j,(72.66058980835457+54.49542000237293j),0j,(102.93587422339857+75.6881569815433j),0j,(96.0886744601863+0.4021035706989278j),(47.13943589606241+81.79834639339944j),(76.90885482992333+51.67309754897288j),0j,(10.293587571094253+6.055048036917388j),0j,(39.96333997540083+23.00920152498399j),0j,(70.84407469707378+41.17431436780786j),0j,(232.78868185306425+128.89845041252204j),(237.50232026415873+140.91293128781615j),(229.06732755572378+129.82179545034842j),(293.6699725191331+115.04584421211725j),0j,(41.17434988030905+36.3303184125034j),0j,(175.59640150124056+128.36694738577555j),0j,(77.00027366857988+15.981649952693719j),(25.686869618162117+75.22866099505107j)
2020-01-01 20:15:00,(101.7717300830739+47.89257848244023j),0j,(96.88082046137302+66.60556389389089j),0j,(72.66061529428845+54.495461590010585j),0j,(72.66061510282161+54.495461104395574j),0j,(102.93587165514042+75.68814107479757j),0j,(96.0886680622951+0.40212150364596166j),(47.13941765493248+81.79834483246582j),(76.90882377665373+51.67311575780188j),0j,(10.293587176421632+6.055051260552884j),0j,(39.96333840932314+23.009194904266863j),0j,(70.84409972515567+41.17434835940163j),0j,(232.7887174443371+128.89851732124902j),(237.5023530225049+140.91301299379998j),(229.06735113028648+129.8218524292718j),(293.6699870292556+115.04597360437037j),0j,(41.17434864645588+36.330307740664004j),0j,(175.5964863393714+128.36708577757832j),0j,(77.00026598521173+15.981661624414578j),(25.686856683357735+75.2286648070928j)
2020-01-01 20:30:00,(100.1581257582155+47.133799603309015j),0j,(95.2084411761022+65.45640364773159j),0j,(71.40622841176405+53.55456467734871j),0j,(71.40667693357594+53.555340872729914j),0j,(101.15882237584991+74.38133734679697j),0j,(94.50299088167272+0.3811642920739105j),(46.396829126479936+80.48358884802353j),(75.73593509423017+50.885817156097374j),0j,(10.115888072320164+5.950586068311928j),0j,(39.27341341931258+22.611903455488363j),0j,(69.62152272758013+40.464082022603165j),0j,(228.76312907038334+126.77302397028298j),(233.28082057926719+138.31726364325755j),(225.24301833659823+127.6479987733216j),(288.600895031901+113.06246064436263j),0j,(40.46350554948561+35.70299516448543j),0j,(172.56656219660476+126.1532413305622j),0j,(75.77496037827855+15.721893490630256j),(25.24459231594535+74.00790653835665j)
2020-01-01 20:45:00,(100.15845166941081+47.13339465047826j),0j,(95.2083572682+65.45574911009575j),0j,(71.40626824262729+53.55469939240259j),0j,(71.40627160110955+53.55470700218083j),0j,(101.15888020126845+74.38152729502936j),0j,(94.50311619461002+0.3808711601645482j),(46.39714216871887+80.48362895288884j),(75.73660289174377+50.88553435315882j),0j,(10.11588791090261+5.950522684070951j),0j,(39.2734475559986+22.611984028608386j),0j,(69.62111483128409+40.46355684589635j),0j,(228.7625208429941+126.77181788883787j),(233.2802286336947+138.31578027491713j),(225.24259461796223+127.64690223563186j),(288.60033360178943+113.0599381123894j),0j,(40.46355221740574+35.703132692757784j),0j,(172.565159123364+126.15109340150407j),0j,(75.77509589144047+15.721647057321844j),(25.244850305229193+74.00783814701254j)
2020-01-01 21:00:00,(100.15845470236785+47.13339050161479j),0j,(95.2083578322217+65.45574602483865j),0j,(71.40626838659874+53.554701274260765j),0j,(71.40626840647153+53.55470133601482j),0j,(101.1588802154212+74.38152954987018j),0j,(94.50311698695947+0.3808688144044718j),(46.397144484161096+80.48362910488198j),(75.73660549006462+50.88553183367736j),0j,(10.11588801946925+5.950522366232113j),0j,(39.273447612977414+22.611984980863543j),0j,(69.62111169631054+40.46355212506197j),0j,(228.76251647124704+126.77180976829665j),(233.28022493881798+138.31577064313169j),(225.2425918560486+127.64689585837135j),(288.60033467085594+113.05992498754033j),0j,(40.46355208922597+35.703134180935905j),0j,(172.56514866674468+126.15107430922406j),0j,(75.77509679251676+15.721645957105858j),(25.244851648953677+74.00783767403658j)
2020-01-01 21:15:00,(100.15845472963932+47.1333904614834j),0j,(95.20835784410659+65.45574601784938j),0j,(71.40626838325034+53.55470128731888j),0j,(71.40626838334596+53.554701287785896j),0j,(101.15888020960486+74.38152956572556j),0j,(94.5031169944757+0.38086879592532935j),(46.39714450239473+80.48362910686971j),(75.73660549056954+50.88553181403203j),0j,(10.115888020936035+5.950522365261916j),0j,(39.27344761078963+22.611984987962693j),0j,(69.6211116737627+40.46355208414843j),0j,(228.76251643786816+126.77180971000058j),(233.28022491481462+138.31577057860412j),(225.24259183603948+127.6468958200041j),(288.6003347147974+113.05992494001336j),0j,(40.46355208387816+35.7031341915277j),0j,(172.56514859319992+126.15107414499917j),0j,(75.7750967982301+15.721645954705652j),(25.244851654422135+74.00783767091777j)
2020-01-01 21:30:00,(100.15845472987355+47.133390461120975j),0j,(95.20835784424497+65.45574601791805j),0j,(71.40626838318556+53.55470128738832j),0j,(71.40626838318592+53.55470128739175j),0j,(101.15888020951277+74.381529565817j),0j,(94.50311699454932+0.38086879578293886j),(46.397144502538694+80.48362910689556j),(75.73660549043711+50.885531813887226j),0j,(10.115888020951036+5.9505223652653j),0j,(39.27344761075208+22.611984988008242j),0j,(69.62111167360628+40.46355208380752j),0j,(228.76251643761086+126.77180970957642j),(233.28022491465742+138.3157705781717j),(225.24259183588964+127.6468958197757j),(288.60033471536605+113.0599249400398j),0j,(40.46355208380548+35.70313419159204j),0j,(172.5651485927+126.15107414363757j),0j,(75.7750967982646+15.721645954729892j),(25.244851654429493+74.00783767089806j)
2020-01-01 21:45:00,(100.25559674097336+47.17877825434726j),0j,(95.30857258392435+65.52423170363689j),0j,(71.48152286540217+53.611130694571706j),0j,(71.48125945442155+53.6107483376282j),0j,(101.26551515669419+74.45994632721734j),0j,(94.59844643285682+0.3819379960054794j),(46.44198113915052+80.56266960314821j),(75.80764298006491+50.932746034076786j),0j,(10.126542387217555+5.956746405161094j),0j,(39.31485703896896+22.635831414202826j),0j,(69.6942165458626+40.5058704526249j),0j,(229.00359537002598+126.89860294247003j),(233.53292185098485+138.47030245746274j),(225.4718467771329+127.77659103944077j),(288.90382705669475+113.17720409611738j),0j,(40.50623809931448+35.74079792725827j),0j,(172.74606450754627+126.28268098296755j),0j,(75.8488085993947+15.737073144222995j),(25.27156607735184+74.08112120150257j)
2020-01-01 22:00:00,(100.2553990095203+47.179007917280906j),0j,(95.3087017454964+65.52472962338395j),0j,(71.4815265258303+53.61114588254378j),0j,(71.48152409938932+53.61114108609888j),0j,(101.26549581742802+74.45992466224187j),0j,(94.59832115862854+0.38212743309685177j),(46.44175373391475+80.56260849875476j),(75.80709523048974+50.93288866287585j),0j,(10.126549600994132+5.956793578754174j),0j,(39.31483960193616+22.63581725824195j),0j,(69.69448596289216+40.50619522051238j),0j,(229.00406994422886+126.89950638318017j),(233.53340718020976+138.47141380376118j),(225.47220569109044+127.77745646818812j),(288.9045011304474+113.17907203022439j),0j,(40.50619833577366+35.74076410992729j),0j,(172.7470145081933+126.28401752677411j),0j,(75.84871341177227+15.737262302814722j),(25.271374293162953+74.08116555868678j)
2020-01-01 22:15:00,(100.25539712201292+47.17901037712858j),0j,(95.30870175696379+65.52473244339669j),0j,(71.48152631274462+53.61114474492693j),0j,(71.4815262968096+53.611144703172556j),0j,(101.26549560875416+74.459923254941j),0j,(94.59832060699537+0.38212900696397994j),(46.441752141544406+80.56260837513072j),(75.8070925667167+50.932890300012076j),0j,(10.126549561877052+5.9567938582745255j),0j,(39.31483947179408+22.635816671022848j),0j,(69.69448813936422+40.50619821747635j),0j,(229.00407301388344+126.89951223953216j),(233.53340998034918+138.4714209242763j),(225.47220771704042+127.77746144077389j),(288.9045022019522+113.17908327843686j),0j,(40.506198242065295+35.74076316450308j),0j,(172.747021870633+126.2840297124629j),0j,(75.8487127445347+15.737263326706362j),(25.2713731569272+74.08116590045559j)
2020-01-01 22:30:00,(100.89177925670903+47.47633877781182j),0j,(95.9656692622975+65.97367946000655j),0j,(71.97487719212059+53.98108253332588j),0j,(71.97312861702424+53.978554079971374j),0j,(101.96457215926593+74.97400788908713j),0j,(95.22305980493219+0.38917589919659806j),(46.73547714907476+81.0804786414677j),(76.27234556458463+51.24209158145241j),0j,(10.196395847359916+5.997594532832022j),0j,(39.58631182002768+22.792149002252852j),0j,(70.17372564177688+40.78361076458917j),0j,(230.5845048260859+127.73035899782275j),(235.19040066773127+139.48498919434334j),(226.97467513594555+128.62743496274624j),(290.89404675738933+113.94783305500522j),0j,(40.78604126794043+35.987678916847294j),0j,(173.93298356472675+127.14673816413509j),0j,(76.33161694009797+15.838341291545312j),(25.44650738097472+74.56134231050328j)
2020-01-01 22:45:00,(100.8904725550628+47.47784699192748j),0j,(95.96653677648901+65.97697513269276j),0j,(71.97490416617114+53.9811846732621j),0j,(71.9748878542348+53.981152681262756j),0j,(101.96444693566465+74.97386643963335j),0j,(95.2222262188584+0.3904272807858943j),(46.73397124645605+81.0800680014144j),(76.26871488440065+51.24301978860885j),0j,(10.196444804764058+5.997906674191015j),0j,(39.5861973772146+22.792056465053896j),0j,(70.17551543594634+40.78575803925458j),0j,(230.58767014741352+127.73633448395667j),(235.1936430585175+139.4923496534176j),(226.97707177445125+128.6331597838626j),(290.89855751605694+113.96018682667237j),0j,(40.78577885547834+35.98745769903886j),0j,(173.9392984336838+127.1555794325019j),0j,(76.33098588421501+15.839587149282208j),(25.445243588593105+74.56163204948939j)
2020-01-01 23:00:00,(100.89045997597506+47.47786329572582j),0j,(95.96653698501133+65.97699407828233j),0j,(71.97490270671382+53.98117709958726j),0j,(71.97490259783417+53.981176818226814j),0j,(101.96444549453258+74.97385706986599j),0j,(95.22222250565375+0.39043779536257356j),(46.733960584186136+81.0800671378907j),(76.26869691560456+51.24303061599222j),0j,(10.196444556021904+5.9979085511112356j),0j,(39.58619648723358+22.792052559448653j),0j,(70.17553003276687+40.78577802244934j),0j,(230.58769080662802+127.73637365316792j),(235.19366197550764+139.492397364516j),(226.97708543031777+128.63319308333496j),(290.898565241718+113.96026227439201j),0j,(40.78577818840424+35.98745140789244j),0j,(173.93934785396837+127.1556607291235j),0j,(76.33098140680953+15.839593990762861j),(25.445236000790104+74.56163431254056j)
2020-01-01 23:15:00,(100.8904598591215+47.47786346104996j),0j,(95.96653694791232+65.97699415134204j),0j,(71.97490271032335+53.98117703330705j),0j,(71.97490270972227+53.98117703108955j),0j,(101.96444550626845+74.9738569906474j),0j,(95.22222247480128+0.39043788006392427j),(46.73396050084902+81.0800671309096j),(76.26869686625972+51.24303070651306j),0j,(10.196444550720184+5.997908559199986j),0j,(39.586196490666204+22.792052525240354j),0j,(70.1755301419793+40.785778201086494j),0j,(230.58769096239658+127.73637393184984j),(235.19366209786082+139.49239768565127j),(226.97708552583214+128.63319328491227j),(290.89856512384415+113.96026262416292j),0j,(40.78577820236915+35.98745135561376j),0j,(173.9393482145663+127.15566144907213j),0j,(76.33098137726573+15.839594015999545j),(25.445235964171296+74.56163432809439j)
2020-01-01 23:30:00,(100.89045985808424+47.47786346260966j),0j,(95.96653694737881+65.97699415132344j),0j,(71.9749027105268+53.98117703289928j),0j,(71.97490271052428+53.98117703288267j),0j,(101.9644455065798+74.97385699013789j),0j,(95.22222247449447+0.3904378807318426j),(46.733960500182135+81.08006713081288j),(76.26869686654236+51.24303070720766j),0j,(10.19644455065899+5.997908559211114j),0j,(39.5861964907897+22.792052525002575j),0j,(70.1755301427612+40.78577820262079j),0j,(230.58769096360965+127.73637393389691j),(235.19366209867215+139.4923976878379j),(226.97708552654757+128.63319328614185j),(290.8985651217488+113.96026262501265j),0j,(40.78577820263043+35.98745135526691j),0j,(173.93934821709652+127.15566145521832j),0j,(76.33098137707964+15.839594015987558j),(25.445235964054305+74.56163432819629j)
